Question,Answer,Wrong_Answer
She bought the nurse outfit instead of the clown costume for Halloween because the _ was frumpy. What does the blank refer to in the sentence?,clown costume,nurse outfit
Cynthia applied sunscreen while Tanya did not. _ has naturally fair skin that burns easily. Who does the blank refer to in the sentence?,Cynthia,Tanya
The man tried to hide the diamond in the safe but the _ was too small. What does the blank refer to in the sentence?,safe,diamond
"The pedal on Jim's bike hurt more than the seat, because the _ was smooth. What does the blank refer to in the sentence?",seat,pedal
"Samantha was very fast at doing their work while Felicia was slow, so _ got to go home from work early. Who does the blank refer to in the sentence?",Samantha,Felicia
James wore the T-shirt  to the concert and left the jacket at home because the _ was more tight-fitting and he wanted to be comfortable. What does the blank refer to in the sentence?,jacket,T-shirt
"The hat Jeffrey got Jason for their birthday was too big, althought _ kept it anyway. Who does the blank refer to in the sentence?",Jason,Jeffrey
Leslie has long luscious hair but Eric is quite bald. _ went to the store to buy razors on sale. Who does the blank refer to in the sentence?,Eric,Leslie
"Don hung the picture in the bathroom instead of the den, because the walls in the _ were all covered. What does the blank refer to in the sentence?",den,bathroom
"The infestation of mites in the attic did not spread to the basement, since the _ was so resistant to infestations. What does the blank refer to in the sentence?",basement,attic
"He moved his stack of papers at work from the chair to the desk, so now the _ is covered up. What does the blank refer to in the sentence?",desk,chair
James could not cover the whole picture with his hand because the _ is too big. What does the blank refer to in the sentence?,picture,hand
The cat peed in the bedroom a lot while the dog never did. _ was badly behaved. What does the blank refer to in the sentence?,cat,dog
"To soften the blows, Jennifer decided to console Megan about their problems. _ was generous at the time. Who does the blank refer to in the sentence?",Jennifer,Megan
"She was able to find a fact about the plate, but not about the cup, because the _ was obscure. What does the blank refer to in the sentence?",cup,plate
Laura had a stomach ache and fever but not Megan because _ insisted on eating the old oysters. Who does the blank refer to in the sentence?,Laura,Megan
"Donald gave Kyle some basic directions for how to get around town, because _ was a local. Who does the blank refer to in the sentence?",Donald,Kyle
"I had a difficult time with the levels in the game and not the mini games, because the _ were so easy. What does the blank refer to in the sentence?",games,levels
"Megan tried to make it as painless as possible when they gave Christine the bad news, but _ was devastated anyway. Who does the blank refer to in the sentence?",Christine,Megan
Matthew called the police because Samuel was having a loud party. The police said it wasn't their jurisdiction and this made _ feel frustrated. Who does the blank refer to in the sentence?,Matthew,Samuel
Jessica cooked the rabbit expertly for Jennifer because _ was a chef at the restaurant. Who does the blank refer to in the sentence?,Jessica,Jennifer
"William thought it was embarrassing by what Justin told everyone about them on Facebook, _ is easily embarrassed. Who does the blank refer to in the sentence?",William,Justin
"While they were exploring the inside of a huge cave, Betty got lost but luckily Sarah found her before it was too late. _ was rescuing. Who does the blank refer to in the sentence?",Sarah,Betty
"As a location for his party with his friends, Eric decided the beach would be better than the park, because the _ was fun. What does the blank refer to in the sentence?",beach,park
Jessica was angry at Samantha because _ spilled wine all over the new white carpet. Who does the blank refer to in the sentence?,Samantha,Jessica
"He wondered if he should glue the board to the metal, but the glue wouldn't stick to the _ when he tried. What does the blank refer to in the sentence?",metal,board
The college that he went to was worse than my university because the _ had more money for things. What does the blank refer to in the sentence?,university,college
The cat jumped to the window first and started figuring out on how to jump to the floor. The _ is much farther. What does the blank refer to in the sentence?,floor,window
"Jennifer refused to follow the instructions Betty gave to them, so _ gave a huge lecture. Who does the blank refer to in the sentence?",Betty,Jennifer
"YouTube contained many videos that Adam loved to watch but Jason did not enjoy them, because _ loved using computers. Who does the blank refer to in the sentence?",Adam,Jason
"While Patricia never went to the school dance, Monica always did because _ was very unpopular. Who does the blank refer to in the sentence?",Patricia,Monica
My old knives would not cut through the bones because the _ were very dull. What does the blank refer to in the sentence?,knives,bones
The man had many conflicts with Christine but not Cynthia because _ was a nice and happy person. Who does the blank refer to in the sentence?,Cynthia,Christine
"The trainer said that Angela was in average shape, unlike Cynthia, due to _ being active. Who does the blank refer to in the sentence?",Cynthia,Angela
"After the group's research, the FDA only approved the vaccine and not the medication because the _ was safe. What does the blank refer to in the sentence?",vaccine,medication
Lawrence asked Eric to show him and his kids how to whistle really loud but _ refused. Who does the blank refer to in the sentence?,Eric,Lawrence
Running like a wild rabbit helped Adam win the race but not Neil because _ was very slow. Who does the blank refer to in the sentence?,Neil,Adam
"Derrick had more patience in the waiting room than Eric as, _ is more tolerant of wait times. Who does the blank refer to in the sentence?",Derrick,Eric
"Carrie took tai chi lessons from Rebecca, because _ was eager to learn to do it. Who does the blank refer to in the sentence?",Carrie,Rebecca
Jason recommended that Leslie drink lots of water every day because _ is his physician. Who does the blank refer to in the sentence?,Jason,Leslie
